row,seed,arm,target,true_family,family_used,mechanism,solved,evals,test_acc,router_top1
target,0xF0235A11CE0FF1CE,auto_norouter,"C02 parity XOR 0x33",gf2,gf2,known,1,487,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"C03 XOR 0x55",gf2,gf2,known,1,487,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"C04 XOR 0xAA",gf2,gf2,known,1,487,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"C05 XOR 0x3C",gf2,gf2,known,1,487,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"C06 XOR 0x66",gf2,gf2,known,1,487,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"C07 XOR 0x99",gf2,gf2,known,1,487,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"C08 parity count",base,base,known,1,442,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"C09 inv parity",gf2,gf2,known,1,487,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"C10 parity XOR 0x0F",gf2,gf2,known,1,487,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"C11 XOR 0x37",gf2,gf2,known,1,487,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"D01 sum%2",base,base,known,1,442,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"D02 sum%3",base,base,known,1,442,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"D03 sum%5",base,base,known,1,442,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"D04 sum%7",base,base,known,1,442,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"D05 sum%11",base,base,known,1,442,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"D06 sum%13",base,base,known,1,442,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"D07 count3%3",base,base,known,1,442,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"D08 count3%4",base,base,known,1,442,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"D09 count3%5",base,base,known,1,442,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"D10 count3%6",base,base,known,1,442,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"D11 subset-parity{0-3}",base,base,known,1,442,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"TE1 count(>=1)%4==0",thresh,thresh,smartgen,1,512,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"TE2 count(>=2)%3==0",thresh,thresh,known,1,512,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"TE3 count(>=5)%2==0",thresh,thresh,known,1,512,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"TE4 count(>=1)%3==1",thresh,thresh,known,1,512,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"TE5 count(>=4)%5==0",thresh,thresh,known,1,512,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"ME1 sum%2==c1%2",mixr,base,none,0,517,0.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"ME2 c2%3==inv%3",mixr,base,none,0,1179,0.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"ME3 sum%4==inv%4",mixr,base,none,0,1179,0.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"ME4 c1%3==c5%3",mixr,base,none,0,1147,0.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"ME5 sum%5==c4%5",mixr,base,none,0,1179,0.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RE1 c2*c5%4==0",ratio,base,none,0,793,0.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RE2 c1*c4%5==0",ratio,thresh,known,1,512,0.9143,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RE3 c3*c1%3==0",ratio,base,none,0,637,0.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RE4 c2*c4%3==0",ratio,base,none,0,601,0.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RE5 c1*c5%2==0",ratio,base,none,0,1147,0.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RN1 run(>=2)>=4",run,base,none,0,583,0.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RN2 run(>=4)>=2",run,base,none,0,547,0.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RN3 numLocalMax>=2",run,run,smartgen,1,545,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RN4 firstDescent<3",run,base,known,1,442,0.9023,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RN5 run(>=2)%3==0",run,run,known,1,543,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RK1 star(1)%3==0",rank,base,none,0,835,0.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RK2 star(5)%4==0",rank,rank,smartgen,1,666,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RK3 star(7)%3==1",rank,rank,known,1,592,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RK4 star(2)%3==0",rank,rank,known,1,592,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"RK5 star(6)%4==1",rank,rank,known,1,592,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"DS1 nd(evens)==2",distinct,distinct,smartgen,1,883,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"DS2 nd(odds)==3",distinct,distinct,known,1,809,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"DS3 nd(mid4)==2",distinct,distinct,known,1,809,1.0000,base
target,0xF0235A11CE0FF1CE,auto_norouter,"DS4 nd(all8)==3",distinct,base,known,1,442,0.9400,base
target,0xF0235A11CE0FF1CE,auto_norouter,"DS5 nd(first6)>=4",distinct,distinct,known,1,809,1.0000,base
frontier,0xF0235A11CE0FF1CE,auto_norouter,"MIXMOD1 sum%3==c3%3",mixr,mixr,smartgen,1,1080,1.0000,base
frontier,0xF0235A11CE0FF1CE,auto_norouter,"MIXMOD2 sum%4==c2%4",mixr,base,none,0,1179,0.0000,base
frontier,0xF0235A11CE0FF1CE,auto_norouter,"RATIO1 c4*c1%3==0",ratio,ratio,smartgen,1,907,1.0000,base
frontier,0xF0235A11CE0FF1CE,auto_norouter,"RUN1 maxRunGE3>=3",run,base,none,0,997,0.0000,base
frontier,0xF0235A11CE0FF1CE,auto_norouter,"ORDER2 star(0)%2",gf2,gf2,known,1,487,1.0000,base
frontier,0xF0235A11CE0FF1CE,auto_norouter,"ORDER2_MOD3 star(0)%3==0",rank,rank,known,1,666,1.0000,base
frontier,0xF0235A11CE0FF1CE,auto_norouter,"RANK2_MOD3 star(3)%3==0",rank,rank,known,1,666,1.0000,base
frontier,0xF0235A11CE0FF1CE,auto_norouter,"WALL_EASY nd(all8)>=4",distinct,base,known,1,442,0.9383,base
frontier,0xF0235A11CE0FF1CE,auto_norouter,"WALL_MED nd(lo4)==nd(hi4)",distinct,distinct,known,1,883,1.0000,base
frontier,0xF0235A11CE0FF1CE,auto_norouter,"WALL_HARD nd(lo4)=2&hi4=2",distinct,base,known,1,442,0.9754,base
arm_totals,0xF0235A11CE0FF1CE,auto_norouter,,,,,44455,0.0000,,
arm_summary,0xF0235A11CE0FF1CE,auto_norouter,B=10/11;C=11/11;D=11/11;extra=18/30;frontier=8/10;evals=44455,,,,,,,,
router_loo,0x00C1B10D20260706,,,,63,0.6825,,,,
target,0x00C1B10D20260706,hand,"B1 random monomial deg2",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"B2 random monomial deg3",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"B3 sum(g) % 7",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"B4 sign%mod 11",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"B5 Walsh χ{S=0x11}",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"B6 Walsh χ{S=0xA4}",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"B7 Walsh χ{S=0x0A}",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"B8 parity-of-count",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"B9 oriented v1>v0",gf2,gf2,hand,0,45,0.5000,base
target,0x00C1B10D20260706,hand,"B10 parity AND sum%5",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"B11 inversion parity",gf2,gf2,hand,1,45,1.0000,base
target,0x00C1B10D20260706,hand,"C01 XOR 0x0F",gf2,gf2,hand,1,45,1.0000,base
target,0x00C1B10D20260706,hand,"C02 parity XOR 0x33",gf2,gf2,hand,1,45,1.0000,base
target,0x00C1B10D20260706,hand,"C03 XOR 0x55",gf2,gf2,hand,1,45,1.0000,base
target,0x00C1B10D20260706,hand,"C04 XOR 0xAA",gf2,gf2,hand,1,45,1.0000,base
target,0x00C1B10D20260706,hand,"C05 XOR 0x3C",gf2,gf2,hand,1,45,1.0000,base
target,0x00C1B10D20260706,hand,"C06 XOR 0x66",gf2,gf2,hand,1,45,1.0000,base
target,0x00C1B10D20260706,hand,"C07 XOR 0x99",gf2,gf2,hand,1,45,1.0000,base
target,0x00C1B10D20260706,hand,"C08 parity count",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"C09 inv parity",gf2,gf2,hand,1,45,1.0000,base
target,0x00C1B10D20260706,hand,"C10 parity XOR 0x0F",gf2,gf2,hand,1,45,1.0000,base
target,0x00C1B10D20260706,hand,"C11 XOR 0x37",gf2,gf2,hand,1,45,1.0000,base
target,0x00C1B10D20260706,hand,"D01 sum%2",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"D02 sum%3",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"D03 sum%5",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"D04 sum%7",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"D05 sum%11",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"D06 sum%13",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"D07 count3%3",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"D08 count3%4",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"D09 count3%5",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"D10 count3%6",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"D11 subset-parity{0-3}",base,base,hand,1,442,1.0000,base
target,0x00C1B10D20260706,hand,"TE1 count(>=1)%4==0",thresh,thresh,hand,1,25,1.0000,base
target,0x00C1B10D20260706,hand,"TE2 count(>=2)%3==0",thresh,thresh,hand,1,25,1.0000,base
target,0x00C1B10D20260706,hand,"TE3 count(>=5)%2==0",thresh,thresh,hand,1,25,1.0000,base
target,0x00C1B10D20260706,hand,"TE4 count(>=1)%3==1",thresh,thresh,hand,1,25,1.0000,base
target,0x00C1B10D20260706,hand,"TE5 count(>=4)%5==0",thresh,thresh,hand,1,25,1.0000,base
target,0x00C1B10D20260706,hand,"ME1 sum%2==c1%2",mixr,mixr,hand,0,37,0.5280,base
target,0x00C1B10D20260706,hand,"ME2 c2%3==inv%3",mixr,mixr,hand,0,37,0.6566,base
target,0x00C1B10D20260706,hand,"ME3 sum%4==inv%4",mixr,mixr,hand,0,37,0.7469,base
target,0x00C1B10D20260706,hand,"ME4 c1%3==c5%3",mixr,mixr,hand,0,37,0.6577,base
target,0x00C1B10D20260706,hand,"ME5 sum%5==c4%5",mixr,mixr,hand,0,37,0.8006,base
target,0x00C1B10D20260706,hand,"RE1 c2*c5%4==0",ratio,ratio,hand,0,37,0.7411,base
target,0x00C1B10D20260706,hand,"RE2 c1*c4%5==0",ratio,ratio,hand,1,37,1.0000,base
target,0x00C1B10D20260706,hand,"RE3 c3*c1%3==0",ratio,ratio,hand,0,37,0.7183,base
target,0x00C1B10D20260706,hand,"RE4 c2*c4%3==0",ratio,ratio,hand,0,37,0.7183,base
target,0x00C1B10D20260706,hand,"RE5 c1*c5%2==0",ratio,ratio,hand,0,37,0.7783,base
target,0x00C1B10D20260706,hand,"RN1 run(>=2)>=4",run,run,hand,0,31,1.0000,base
target,0x00C1B10D20260706,hand,"RN2 run(>=4)>=2",run,run,hand,0,31,1.0000,base
target,0x00C1B10D20260706,hand,"RN3 numLocalMax>=2",run,run,hand,1,31,1.0000,base
target,0x00C1B10D20260706,hand,"RN4 firstDescent<3",run,run,hand,1,31,1.0000,base
target,0x00C1B10D20260706,hand,"RN5 run(>=2)%3==0",run,run,hand,1,31,1.0000,base
target,0x00C1B10D20260706,hand,"RK1 star(1)%3==0",rank,rank,hand,1,49,1.0000,base
target,0x00C1B10D20260706,hand,"RK2 star(5)%4==0",rank,rank,hand,1,49,1.0000,base
target,0x00C1B10D20260706,hand,"RK3 star(7)%3==1",rank,rank,hand,1,49,1.0000,base
target,0x00C1B10D20260706,hand,"RK4 star(2)%3==0",rank,rank,hand,1,49,1.0000,base
target,0x00C1B10D20260706,hand,"RK5 star(6)%4==1",rank,rank,hand,1,49,1.0000,base
target,0x00C1B10D20260706,hand,"DS1 nd(evens)==2",distinct,distinct,hand,1,217,1.0000,base
target,0x00C1B10D20260706,hand,"DS2 nd(odds)==3",distinct,distinct,hand,1,217,1.0000,base
target,0x00C1B10D20260706,hand,"DS3 nd(mid4)==2",distinct,distinct,hand,1,217,1.0000,base
target,0x00C1B10D20260706,hand,"DS4 nd(all8)==3",distinct,distinct,hand,1,217,1.0000,base
target,0x00C1B10D20260706,hand,"DS5 nd(first6)>=4",distinct,distinct,hand,1,217,1.0000,base
frontier,0x00C1B10D20260706,hand,"MIXMOD1 sum%3==c3%3",mixr,mixr,hand,1,37,1.0000,base
frontier,0x00C1B10D20260706,hand,"MIXMOD2 sum%4==c2%4",mixr,mixr,hand,0,37,0.7549,base
frontier,0x00C1B10D20260706,hand,"RATIO1 c4*c1%3==0",ratio,ratio,hand,1,37,1.0000,base
frontier,0x00C1B10D20260706,hand,"RUN1 maxRunGE3>=3",run,run,hand,0,31,1.0000,base
frontier,0x00C1B10D20260706,hand,"ORDER2 star(0)%2",gf2,gf2,hand,1,45,1.0000,base
frontier,0x00C1B10D20260706,hand,"ORDER2_MOD3 star(0)%3==0",rank,rank,hand,1,49,1.0000,base
frontier,0x00C1B10D20260706,hand,"RANK2_MOD3 star(3)%3==0",rank,rank,hand,1,49,1.0000,base
frontier,0x00C1B10D20260706,hand,"WALL_EASY nd(all8)>=4",distinct,distinct,hand,1,217,1.0000,base
frontier,0x00C1B10D20260706,hand,"WALL_MED nd(lo4)==nd(hi4)",distinct,distinct,hand,1,217,1.0000,base
frontier,0x00C1B10D20260706,hand,"WALL_HARD nd(lo4)=2&hi4=2",distinct,distinct,hand,1,217,0.9726,base
arm_totals,0x00C1B10D20260706,hand,,,,,12738,0.0000,,
arm_summary,0x00C1B10D20260706,hand,B=10/11;C=11/11;D=11/11;extra=19/30;frontier=8/10;evals=12738,,,,,,,,
target,0x00C1B10D20260706,autonomous,"B1 random monomial deg2",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"B2 random monomial deg3",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"B3 sum(g) % 7",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"B4 sign%mod 11",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"B5 Walsh χ{S=0x11}",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"B6 Walsh χ{S=0xA4}",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"B7 Walsh χ{S=0x0A}",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"B8 parity-of-count",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"B9 oriented v1>v0",gf2,base,none,0,927,0.0000,gf2
target,0x00C1B10D20260706,autonomous,"B10 parity AND sum%5",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"B11 inversion parity",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,autonomous,"C01 XOR 0x0F",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,autonomous,"C02 parity XOR 0x33",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,autonomous,"C03 XOR 0x55",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,autonomous,"C04 XOR 0xAA",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,autonomous,"C05 XOR 0x3C",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,autonomous,"C06 XOR 0x66",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,autonomous,"C07 XOR 0x99",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,autonomous,"C08 parity count",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"C09 inv parity",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,autonomous,"C10 parity XOR 0x0F",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,autonomous,"C11 XOR 0x37",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,autonomous,"D01 sum%2",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"D02 sum%3",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"D03 sum%5",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"D04 sum%7",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"D05 sum%11",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"D06 sum%13",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"D07 count3%3",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"D08 count3%4",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"D09 count3%5",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"D10 count3%6",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"D11 subset-parity{0-3}",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,autonomous,"TE1 count(>=1)%4==0",thresh,thresh,smartgen,1,512,1.0000,thresh
target,0x00C1B10D20260706,autonomous,"TE2 count(>=2)%3==0",thresh,thresh,known,1,25,1.0000,thresh
target,0x00C1B10D20260706,autonomous,"TE3 count(>=5)%2==0",thresh,thresh,known,1,25,1.0000,thresh
target,0x00C1B10D20260706,autonomous,"TE4 count(>=1)%3==1",thresh,thresh,known,1,25,1.0000,thresh
target,0x00C1B10D20260706,autonomous,"TE5 count(>=4)%5==0",thresh,thresh,known,1,25,1.0000,thresh
target,0x00C1B10D20260706,autonomous,"ME1 sum%2==c1%2",mixr,base,none,0,517,0.0000,mixr
target,0x00C1B10D20260706,autonomous,"ME2 c2%3==inv%3",mixr,base,none,0,1179,0.0000,mixr
target,0x00C1B10D20260706,autonomous,"ME3 sum%4==inv%4",mixr,base,none,0,1179,0.0000,mixr
target,0x00C1B10D20260706,autonomous,"ME4 c1%3==c5%3",mixr,base,none,0,1117,0.0000,mixr
target,0x00C1B10D20260706,autonomous,"ME5 sum%5==c4%5",mixr,base,none,0,1179,0.0000,mixr
target,0x00C1B10D20260706,autonomous,"RE1 c2*c5%4==0",ratio,base,none,0,793,0.0000,ratio
target,0x00C1B10D20260706,autonomous,"RE2 c1*c4%5==0",ratio,ratio,smartgen,1,549,1.0000,ratio
target,0x00C1B10D20260706,autonomous,"RE3 c3*c1%3==0",ratio,base,none,0,637,0.0000,ratio
target,0x00C1B10D20260706,autonomous,"RE4 c2*c4%3==0",ratio,base,none,0,927,0.0000,ratio
target,0x00C1B10D20260706,autonomous,"RE5 c1*c5%2==0",ratio,base,none,0,1213,0.0000,ratio
target,0x00C1B10D20260706,autonomous,"RN1 run(>=2)>=4",run,base,none,0,583,0.0000,run
target,0x00C1B10D20260706,autonomous,"RN2 run(>=4)>=2",run,base,none,0,583,0.0000,run
target,0x00C1B10D20260706,autonomous,"RN3 numLocalMax>=2",run,run,smartgen,1,580,1.0000,run
target,0x00C1B10D20260706,autonomous,"RN4 firstDescent<3",run,run,known,1,31,1.0000,run
target,0x00C1B10D20260706,autonomous,"RN5 run(>=2)%3==0",run,run,known,1,31,1.0000,run
target,0x00C1B10D20260706,autonomous,"RK1 star(1)%3==0",rank,base,none,0,879,0.0000,rank
target,0x00C1B10D20260706,autonomous,"RK2 star(5)%4==0",rank,rank,smartgen,1,629,1.0000,rank
target,0x00C1B10D20260706,autonomous,"RK3 star(7)%3==1",rank,rank,known,1,49,1.0000,rank
target,0x00C1B10D20260706,autonomous,"RK4 star(2)%3==0",rank,rank,known,1,49,1.0000,rank
target,0x00C1B10D20260706,autonomous,"RK5 star(6)%4==1",rank,rank,known,1,49,1.0000,rank
target,0x00C1B10D20260706,autonomous,"DS1 nd(evens)==2",distinct,distinct,smartgen,1,846,1.0000,distinct
target,0x00C1B10D20260706,autonomous,"DS2 nd(odds)==3",distinct,distinct,known,1,217,1.0000,distinct
target,0x00C1B10D20260706,autonomous,"DS3 nd(mid4)==2",distinct,distinct,known,1,217,1.0000,distinct
target,0x00C1B10D20260706,autonomous,"DS4 nd(all8)==3",distinct,distinct,known,1,217,1.0000,distinct
target,0x00C1B10D20260706,autonomous,"DS5 nd(first6)>=4",distinct,distinct,known,1,217,1.0000,distinct
frontier,0x00C1B10D20260706,autonomous,"MIXMOD1 sum%3==c3%3",mixr,mixr,smartgen,1,1147,1.0000,mixr
frontier,0x00C1B10D20260706,autonomous,"MIXMOD2 sum%4==c2%4",mixr,base,none,0,1179,0.0000,mixr
frontier,0x00C1B10D20260706,autonomous,"RATIO1 c4*c1%3==0",ratio,ratio,known,1,37,1.0000,ratio
frontier,0x00C1B10D20260706,autonomous,"RUN1 maxRunGE3>=3",run,base,none,0,997,0.0000,run
frontier,0x00C1B10D20260706,autonomous,"ORDER2 star(0)%2",gf2,rank,known,1,80,1.0000,run
frontier,0x00C1B10D20260706,autonomous,"ORDER2_MOD3 star(0)%3==0",rank,rank,known,1,49,1.0000,rank
frontier,0x00C1B10D20260706,autonomous,"RANK2_MOD3 star(3)%3==0",rank,rank,known,1,49,1.0000,rank
frontier,0x00C1B10D20260706,autonomous,"WALL_EASY nd(all8)>=4",distinct,distinct,known,1,217,1.0000,distinct
frontier,0x00C1B10D20260706,autonomous,"WALL_MED nd(lo4)==nd(hi4)",distinct,distinct,known,1,217,1.0000,distinct
frontier,0x00C1B10D20260706,autonomous,"WALL_HARD nd(lo4)=2&hi4=2",distinct,base,known,1,442,0.9714,base
arm_totals,0x00C1B10D20260706,autonomous,,,,,30197,0.0000,,
arm_summary,0x00C1B10D20260706,autonomous,B=10/11;C=11/11;D=11/11;extra=18/30;frontier=8/10;evals=30197,,,,,,,,
target,0x00C1B10D20260706,auto_nosmartgen,"B1 random monomial deg2",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"B2 random monomial deg3",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"B3 sum(g) % 7",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"B4 sign%mod 11",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"B5 Walsh χ{S=0x11}",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"B6 Walsh χ{S=0xA4}",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"B7 Walsh χ{S=0x0A}",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"B8 parity-of-count",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"B9 oriented v1>v0",gf2,base,none,0,487,0.0000,gf2
target,0x00C1B10D20260706,auto_nosmartgen,"B10 parity AND sum%5",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"B11 inversion parity",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,auto_nosmartgen,"C01 XOR 0x0F",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,auto_nosmartgen,"C02 parity XOR 0x33",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,auto_nosmartgen,"C03 XOR 0x55",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,auto_nosmartgen,"C04 XOR 0xAA",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,auto_nosmartgen,"C05 XOR 0x3C",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,auto_nosmartgen,"C06 XOR 0x66",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,auto_nosmartgen,"C07 XOR 0x99",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,auto_nosmartgen,"C08 parity count",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"C09 inv parity",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,auto_nosmartgen,"C10 parity XOR 0x0F",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,auto_nosmartgen,"C11 XOR 0x37",gf2,gf2,known,1,45,1.0000,gf2
target,0x00C1B10D20260706,auto_nosmartgen,"D01 sum%2",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"D02 sum%3",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"D03 sum%5",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"D04 sum%7",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"D05 sum%11",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"D06 sum%13",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"D07 count3%3",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"D08 count3%4",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"D09 count3%5",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"D10 count3%6",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"D11 subset-parity{0-3}",base,base,known,1,442,1.0000,base
target,0x00C1B10D20260706,auto_nosmartgen,"TE1 count(>=1)%4==0",thresh,base,none,0,487,0.0000,thresh
target,0x00C1B10D20260706,auto_nosmartgen,"TE2 count(>=2)%3==0",thresh,base,none,0,487,0.0000,thresh
target,0x00C1B10D20260706,auto_nosmartgen,"TE3 count(>=5)%2==0",thresh,base,none,0,487,0.0000,thresh
target,0x00C1B10D20260706,auto_nosmartgen,"TE4 count(>=1)%3==1",thresh,base,none,0,487,0.0000,thresh
target,0x00C1B10D20260706,auto_nosmartgen,"TE5 count(>=4)%5==0",thresh,base,none,0,487,0.0000,thresh
target,0x00C1B10D20260706,auto_nosmartgen,"ME1 sum%2==c1%2",mixr,base,none,0,487,0.0000,mixr
target,0x00C1B10D20260706,auto_nosmartgen,"ME2 c2%3==inv%3",mixr,base,none,0,487,0.0000,mixr
target,0x00C1B10D20260706,auto_nosmartgen,"ME3 sum%4==inv%4",mixr,base,none,0,487,0.0000,mixr
