phase,seed,target,family_or_arm,members_or_idx,detail,val_or_cov,tst,cert_or_solved,cov_after_or_probes,r2_or_certs
ladder,0xF0235A11CE0FF1CE,"C09 inv parity",ALL(+thresh+mixr+ratio+run),8,"battC",1.0000,,1,1671,6
ladder,0xF0235A11CE0FF1CE,"C10 parity XOR 0x0F",ALL(+thresh+mixr+ratio+run),9,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"C11 XOR 0x37",ALL(+thresh+mixr+ratio+run),10,"battC_skipXORwall",0.5000,,0,0,0
ladder,0xF0235A11CE0FF1CE,"D01 sum%2",ALL(+thresh+mixr+ratio+run),0,"battD",1.0000,,1,1891,8
ladder,0xF0235A11CE0FF1CE,"D02 sum%3",ALL(+thresh+mixr+ratio+run),1,"battD",1.0000,,1,1635,7
ladder,0xF0235A11CE0FF1CE,"D03 sum%5",ALL(+thresh+mixr+ratio+run),2,"battD",1.0000,,1,1862,21
ladder,0xF0235A11CE0FF1CE,"D04 sum%7",ALL(+thresh+mixr+ratio+run),3,"battD",1.0000,,1,1862,21
ladder,0xF0235A11CE0FF1CE,"D05 sum%11",ALL(+thresh+mixr+ratio+run),4,"battD",0.9040,,1,0,0
ladder,0xF0235A11CE0FF1CE,"D06 sum%13",ALL(+thresh+mixr+ratio+run),5,"battD",0.9269,,1,0,0
ladder,0xF0235A11CE0FF1CE,"D07 count3%3",ALL(+thresh+mixr+ratio+run),6,"battD",1.0000,,1,185,3
ladder,0xF0235A11CE0FF1CE,"D08 count3%4",ALL(+thresh+mixr+ratio+run),7,"battD",1.0000,,1,385,4
ladder,0xF0235A11CE0FF1CE,"D09 count3%5",ALL(+thresh+mixr+ratio+run),8,"battD",1.0000,,1,185,3
ladder,0xF0235A11CE0FF1CE,"D10 count3%6",ALL(+thresh+mixr+ratio+run),9,"battD",1.0000,,1,185,3
ladder,0xF0235A11CE0FF1CE,"D11 subset-parity{0-3}",ALL(+thresh+mixr+ratio+run),10,"battD",0.9994,,1,151,1
regression_summary,0xF0235A11CE0FF1CE,"-",summary,0,"-",0.0000,,0,0,
