target_audit_only,seed_audit,arm,trial,total_candidate_evaluations,global_alloc,singleton_alloc,partition_alloc,none_alloc,validation_accuracy,test_accuracy,g_gain,g_residual,s_gain,s_residual,p_gain,p_residual,result
partition_threecell_holdout,0x21313,iid_random,15,420,75,75,75,75,0.6400,0.6133,-0.1017,0.4050,-0.0733,0.3767,-0.1033,0.4067,nonexact
partition_threecell_holdout,0x21313,iid_random,16,420,75,75,75,75,0.6400,0.6133,-0.1017,0.4050,-0.0733,0.3767,-0.1033,0.4067,nonexact
DESCRIPTOR,0x21313,partition_threecell_holdout,0,120,0,0,0,0,0,0,-0.1017,0.4050,-0.0733,0.3767,-0.1033,0.4067,admit_partition=no
threshold_control_holdout,0x1314,response_guided,0,420,221,49,4,26,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,fixed_menu,0,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,target_blind_coverage,0,420,0,0,300,0,0.6000,0.5433,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,nonexact
threshold_control_holdout,0x1314,iid_random,1,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,2,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,3,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,4,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,5,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,6,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,7,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,8,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,9,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,10,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,11,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,12,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,13,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,14,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,15,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
threshold_control_holdout,0x1314,iid_random,16,420,75,75,75,75,1.0000,1.0000,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,exact
DESCRIPTOR,0x1314,threshold_control_holdout,0,120,0,0,0,0,0,0,0.4967,0.0000,0.1117,0.3850,0.1167,0.3800,admit_partition=no
threshold_control_holdout,0x11314,response_guided,0,420,266,24,5,5,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,fixed_menu,0,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,target_blind_coverage,0,420,0,0,300,0,0.6133,0.5100,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,nonexact
threshold_control_holdout,0x11314,iid_random,1,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,2,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,3,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,4,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,5,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,6,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,7,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,8,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,9,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,10,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,11,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,12,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,13,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,14,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,15,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
threshold_control_holdout,0x11314,iid_random,16,420,75,75,75,75,1.0000,1.0000,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,exact
DESCRIPTOR,0x11314,threshold_control_holdout,0,120,0,0,0,0,0,0,0.4400,0.0000,0.0417,0.3983,0.0417,0.3983,admit_partition=no
threshold_control_holdout,0x21314,response_guided,0,420,250,39,5,6,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,fixed_menu,0,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,target_blind_coverage,0,420,0,0,300,0,0.6100,0.5833,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,nonexact
threshold_control_holdout,0x21314,iid_random,1,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,2,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,3,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,4,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,5,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,6,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,7,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,8,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,9,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,10,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,11,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,12,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,13,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,14,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,15,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
threshold_control_holdout,0x21314,iid_random,16,420,75,75,75,75,1.0000,1.0000,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,exact
DESCRIPTOR,0x21314,threshold_control_holdout,0,120,0,0,0,0,0,0,0.4767,0.0000,0.0750,0.4017,0.0750,0.4017,admit_partition=no
no_grammar_holdout,0x1315,response_guided,0,420,18,12,12,258,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,fixed_menu,0,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,target_blind_coverage,0,420,0,0,300,0,0.5933,0.5033,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,1,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,2,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,3,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,4,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,5,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,6,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,7,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,8,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,9,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,10,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,11,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,12,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,13,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,14,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,15,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
no_grammar_holdout,0x1315,iid_random,16,420,75,75,75,75,0.7300,0.7500,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,nonexact
DESCRIPTOR,0x1315,no_grammar_holdout,0,120,0,0,0,0,0,0,0.0133,0.4233,0.0083,0.4283,0.0000,0.4367,admit_partition=no
no_grammar_holdout,0x11315,response_guided,0,420,43,27,9,221,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,fixed_menu,0,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,target_blind_coverage,0,420,0,0,300,0,0.5733,0.5300,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,1,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,2,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,3,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,4,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,5,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,6,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,7,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,8,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,9,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,10,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,11,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,12,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,13,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,14,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,15,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
no_grammar_holdout,0x11315,iid_random,16,420,75,75,75,75,0.7100,0.7533,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,nonexact
DESCRIPTOR,0x11315,no_grammar_holdout,0,120,0,0,0,0,0,0,0.0417,0.4417,0.0283,0.4550,0.0217,0.4617,admit_partition=no
no_grammar_holdout,0x21315,response_guided,0,420,67,33,8,192,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,fixed_menu,0,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,target_blind_coverage,0,420,0,0,300,0,0.5767,0.4767,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,1,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,2,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,3,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,4,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,5,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,6,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,7,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,8,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,9,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,10,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,11,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,12,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,13,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,14,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,15,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
no_grammar_holdout,0x21315,iid_random,16,420,75,75,75,75,0.7433,0.7733,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,nonexact
DESCRIPTOR,0x21315,no_grammar_holdout,0,120,0,0,0,0,0,0,0.0783,0.4183,0.0400,0.4567,0.0533,0.4433,admit_partition=no
SUMMARY,-,heldout_exact,0,420,9,9,6,3,0,0,0,0,0,0,0,response=9/15 fixed=9/15 random_mean_exact_targets=6/15 coverage=3/15; VALID_NEGATIVE
