target,seed,budget,order,candidate_calls,best_validation_accuracy,test_accuracy,exact_reach,correct_directed_separation,response_decision
singleton,0xA300000000000002,635,random_iid_3,1270,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000002,1270,base,2540,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000002,1270,mask_permuted,2540,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000002,1270,residue_permuted,2540,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000002,1270,random_iid_0,2540,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000002,1270,random_iid_1,2540,0.6792,0.6700,NO,NO,absent
singleton,0xA300000000000002,1270,random_iid_2,2540,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000002,1270,random_iid_3,2540,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000002,8,base,16,0.5313,0.4850,NO,NO,absent
multicell,0xA300000000000002,8,mask_permuted,16,0.5450,0.4900,NO,NO,absent
multicell,0xA300000000000002,8,residue_permuted,16,0.5342,0.5283,NO,NO,absent
multicell,0xA300000000000002,8,random_iid_0,16,0.5208,0.5133,NO,NO,absent
multicell,0xA300000000000002,8,random_iid_1,16,0.5350,0.5300,NO,NO,absent
multicell,0xA300000000000002,8,random_iid_2,16,0.5179,0.5150,NO,NO,absent
multicell,0xA300000000000002,8,random_iid_3,16,0.5333,0.5500,NO,NO,absent
multicell,0xA300000000000002,16,base,32,0.5758,0.5633,NO,NO,absent
multicell,0xA300000000000002,16,mask_permuted,32,0.5450,0.4900,NO,NO,absent
multicell,0xA300000000000002,16,residue_permuted,32,0.5942,0.5817,NO,NO,absent
multicell,0xA300000000000002,16,random_iid_0,32,0.5333,0.5500,NO,NO,absent
multicell,0xA300000000000002,16,random_iid_1,32,0.5425,0.4917,NO,NO,absent
multicell,0xA300000000000002,16,random_iid_2,32,0.5271,0.5017,NO,NO,absent
multicell,0xA300000000000002,16,random_iid_3,32,0.5225,0.5167,NO,NO,absent
multicell,0xA300000000000002,32,base,64,0.5758,0.5633,NO,NO,absent
multicell,0xA300000000000002,32,mask_permuted,64,0.5450,0.4900,NO,NO,absent
multicell,0xA300000000000002,32,residue_permuted,64,0.5942,0.5817,NO,NO,absent
multicell,0xA300000000000002,32,random_iid_0,64,0.5425,0.4817,NO,NO,absent
multicell,0xA300000000000002,32,random_iid_1,64,0.5429,0.5200,NO,NO,absent
multicell,0xA300000000000002,32,random_iid_2,64,0.5400,0.4983,NO,NO,absent
multicell,0xA300000000000002,32,random_iid_3,64,0.5904,0.6050,NO,NO,absent
multicell,0xA300000000000002,64,base,128,0.5758,0.5633,NO,NO,absent
multicell,0xA300000000000002,64,mask_permuted,128,0.5479,0.5367,NO,NO,absent
multicell,0xA300000000000002,64,residue_permuted,128,0.5942,0.5817,NO,NO,absent
multicell,0xA300000000000002,64,random_iid_0,128,0.5446,0.5500,NO,NO,absent
multicell,0xA300000000000002,64,random_iid_1,128,0.5425,0.4917,NO,NO,absent
multicell,0xA300000000000002,64,random_iid_2,128,0.5633,0.5533,NO,NO,absent
multicell,0xA300000000000002,64,random_iid_3,128,0.5429,0.5117,NO,NO,absent
multicell,0xA300000000000002,128,base,256,0.5908,0.5800,NO,NO,absent
multicell,0xA300000000000002,128,mask_permuted,256,0.6092,0.5450,NO,NO,absent
multicell,0xA300000000000002,128,residue_permuted,256,0.5942,0.5817,NO,NO,absent
multicell,0xA300000000000002,128,random_iid_0,256,0.6092,0.5450,NO,NO,absent
multicell,0xA300000000000002,128,random_iid_1,256,0.6092,0.5450,NO,NO,absent
multicell,0xA300000000000002,128,random_iid_2,256,0.5942,0.5817,NO,NO,absent
multicell,0xA300000000000002,128,random_iid_3,256,0.5579,0.5650,NO,NO,absent
multicell,0xA300000000000002,256,base,512,0.6092,0.5450,NO,NO,absent
multicell,0xA300000000000002,256,mask_permuted,512,0.6092,0.5450,NO,NO,absent
multicell,0xA300000000000002,256,residue_permuted,512,0.5942,0.5817,NO,NO,absent
multicell,0xA300000000000002,256,random_iid_0,512,0.5917,0.5550,NO,NO,absent
multicell,0xA300000000000002,256,random_iid_1,512,0.5758,0.5633,NO,NO,absent
multicell,0xA300000000000002,256,random_iid_2,512,0.5942,0.5817,NO,NO,absent
multicell,0xA300000000000002,256,random_iid_3,512,0.6100,0.5633,NO,NO,absent
multicell,0xA300000000000002,635,base,1270,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000002,635,mask_permuted,1270,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000002,635,residue_permuted,1270,0.6092,0.5450,NO,NO,absent
multicell,0xA300000000000002,635,random_iid_0,1270,0.6092,0.5450,NO,NO,absent
multicell,0xA300000000000002,635,random_iid_1,1270,0.5904,0.6050,NO,NO,absent
multicell,0xA300000000000002,635,random_iid_2,1270,0.6100,0.5633,NO,NO,absent
multicell,0xA300000000000002,635,random_iid_3,1270,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000002,1270,base,2540,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000002,1270,mask_permuted,2540,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000002,1270,residue_permuted,2540,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000002,1270,random_iid_0,2540,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000002,1270,random_iid_1,2540,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000002,1270,random_iid_2,2540,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000002,1270,random_iid_3,2540,1.0000,1.0000,YES,YES,directed
no_grammar,0xA300000000000002,8,base,16,0.5467,0.4817,NO,YES,absent
no_grammar,0xA300000000000002,8,mask_permuted,16,0.5504,0.4933,NO,YES,absent
no_grammar,0xA300000000000002,8,residue_permuted,16,0.5488,0.5083,NO,YES,absent
no_grammar,0xA300000000000002,8,random_iid_0,16,0.5404,0.5183,NO,YES,absent
no_grammar,0xA300000000000002,8,random_iid_1,16,0.5379,0.4950,NO,YES,absent
no_grammar,0xA300000000000002,8,random_iid_2,16,0.5525,0.5000,NO,YES,absent
no_grammar,0xA300000000000002,8,random_iid_3,16,0.5392,0.5417,NO,YES,absent
no_grammar,0xA300000000000002,16,base,32,0.5538,0.5117,NO,YES,absent
no_grammar,0xA300000000000002,16,mask_permuted,32,0.5504,0.4933,NO,YES,absent
no_grammar,0xA300000000000002,16,residue_permuted,32,0.5488,0.5083,NO,YES,absent
no_grammar,0xA300000000000002,16,random_iid_0,32,0.5458,0.5000,NO,YES,absent
no_grammar,0xA300000000000002,16,random_iid_1,32,0.5458,0.5400,NO,YES,absent
no_grammar,0xA300000000000002,16,random_iid_2,32,0.5542,0.5050,NO,YES,absent
no_grammar,0xA300000000000002,16,random_iid_3,32,0.5533,0.5617,NO,YES,absent
no_grammar,0xA300000000000002,32,base,64,0.5538,0.5117,NO,YES,absent
no_grammar,0xA300000000000002,32,mask_permuted,64,0.5525,0.4983,NO,YES,absent
no_grammar,0xA300000000000002,32,residue_permuted,64,0.5625,0.5400,NO,YES,absent
no_grammar,0xA300000000000002,32,random_iid_0,64,0.5525,0.5267,NO,YES,absent
no_grammar,0xA300000000000002,32,random_iid_1,64,0.5525,0.5133,NO,YES,absent
no_grammar,0xA300000000000002,32,random_iid_2,64,0.5542,0.5433,NO,YES,absent
no_grammar,0xA300000000000002,32,random_iid_3,64,0.5554,0.5233,NO,YES,absent
no_grammar,0xA300000000000002,64,base,128,0.5538,0.5117,NO,YES,absent
no_grammar,0xA300000000000002,64,mask_permuted,128,0.5529,0.5300,NO,YES,absent
no_grammar,0xA300000000000002,64,residue_permuted,128,0.5625,0.5400,NO,YES,absent
no_grammar,0xA300000000000002,64,random_iid_0,128,0.5625,0.5533,NO,YES,absent
no_grammar,0xA300000000000002,64,random_iid_1,128,0.5600,0.5250,NO,YES,absent
no_grammar,0xA300000000000002,64,random_iid_2,128,0.5600,0.5217,NO,YES,absent
no_grammar,0xA300000000000002,64,random_iid_3,128,0.5600,0.5100,NO,YES,absent
no_grammar,0xA300000000000002,128,base,256,0.5600,0.5217,NO,YES,absent
no_grammar,0xA300000000000002,128,mask_permuted,256,0.5529,0.5300,NO,YES,absent
no_grammar,0xA300000000000002,128,residue_permuted,256,0.5679,0.5267,NO,YES,absent
no_grammar,0xA300000000000002,128,random_iid_0,256,0.5600,0.5100,NO,YES,absent
no_grammar,0xA300000000000002,128,random_iid_1,256,0.5796,0.5367,NO,YES,absent
no_grammar,0xA300000000000002,128,random_iid_2,256,0.5692,0.5483,NO,YES,absent
no_grammar,0xA300000000000002,128,random_iid_3,256,0.5596,0.5167,NO,YES,absent
no_grammar,0xA300000000000002,256,base,512,0.5679,0.5467,NO,YES,absent
no_grammar,0xA300000000000002,256,mask_permuted,512,0.5667,0.4850,NO,YES,absent
no_grammar,0xA300000000000002,256,residue_permuted,512,0.5679,0.5267,NO,YES,absent
no_grammar,0xA300000000000002,256,random_iid_0,512,0.5679,0.5467,NO,YES,absent
no_grammar,0xA300000000000002,256,random_iid_1,512,0.5692,0.5483,NO,YES,absent
no_grammar,0xA300000000000002,256,random_iid_2,512,0.5796,0.5367,NO,YES,absent
no_grammar,0xA300000000000002,256,random_iid_3,512,0.5796,0.5367,NO,YES,absent
no_grammar,0xA300000000000002,635,base,1270,0.5796,0.5367,NO,YES,absent
no_grammar,0xA300000000000002,635,mask_permuted,1270,0.5692,0.5483,NO,YES,absent
no_grammar,0xA300000000000002,635,residue_permuted,1270,0.5679,0.5267,NO,YES,absent
no_grammar,0xA300000000000002,635,random_iid_0,1270,0.5692,0.5483,NO,YES,absent
no_grammar,0xA300000000000002,635,random_iid_1,1270,0.5671,0.5400,NO,YES,absent
no_grammar,0xA300000000000002,635,random_iid_2,1270,0.5692,0.5483,NO,YES,absent
no_grammar,0xA300000000000002,635,random_iid_3,1270,0.5796,0.5367,NO,YES,absent
no_grammar,0xA300000000000002,1270,base,2540,0.5796,0.5367,NO,YES,absent
no_grammar,0xA300000000000002,1270,mask_permuted,2540,0.5796,0.5367,NO,YES,absent
no_grammar,0xA300000000000002,1270,residue_permuted,2540,0.5796,0.5367,NO,YES,absent
no_grammar,0xA300000000000002,1270,random_iid_0,2540,0.5692,0.5483,NO,YES,absent
no_grammar,0xA300000000000002,1270,random_iid_1,2540,0.5692,0.5483,NO,YES,absent
no_grammar,0xA300000000000002,1270,random_iid_2,2540,0.5796,0.5367,NO,YES,absent
no_grammar,0xA300000000000002,1270,random_iid_3,2540,0.5796,0.5367,NO,YES,absent
global,0xA300000000000003,8,base,16,0.5829,0.5667,NO,YES,absent
global,0xA300000000000003,8,mask_permuted,16,0.5658,0.5850,NO,YES,absent
global,0xA300000000000003,8,residue_permuted,16,0.5279,0.5533,NO,YES,absent
global,0xA300000000000003,8,random_iid_0,16,0.5288,0.5600,NO,YES,absent
global,0xA300000000000003,8,random_iid_1,16,0.5746,0.5833,NO,YES,absent
global,0xA300000000000003,8,random_iid_2,16,0.5342,0.5067,NO,YES,absent
global,0xA300000000000003,8,random_iid_3,16,0.5500,0.5483,NO,YES,absent
global,0xA300000000000003,16,base,32,0.5829,0.5667,NO,YES,absent
global,0xA300000000000003,16,mask_permuted,32,0.5658,0.5850,NO,YES,absent
global,0xA300000000000003,16,residue_permuted,32,0.5296,0.5183,NO,YES,absent
global,0xA300000000000003,16,random_iid_0,32,0.5375,0.5650,NO,YES,absent
global,0xA300000000000003,16,random_iid_1,32,0.5500,0.5483,NO,YES,absent
global,0xA300000000000003,16,random_iid_2,32,0.5467,0.5783,NO,YES,absent
global,0xA300000000000003,16,random_iid_3,32,0.5538,0.5650,NO,YES,absent
global,0xA300000000000003,32,base,64,0.5829,0.5667,NO,YES,absent
global,0xA300000000000003,32,mask_permuted,64,0.5658,0.5850,NO,YES,absent
global,0xA300000000000003,32,residue_permuted,64,0.5671,0.5583,NO,YES,absent
global,0xA300000000000003,32,random_iid_0,64,0.5829,0.5667,NO,YES,absent
global,0xA300000000000003,32,random_iid_1,64,0.5446,0.5233,NO,YES,absent
global,0xA300000000000003,32,random_iid_2,64,0.5754,0.5517,NO,YES,absent
global,0xA300000000000003,32,random_iid_3,64,0.5617,0.5783,NO,YES,absent
global,0xA300000000000003,64,base,128,0.5829,0.5667,NO,YES,absent
global,0xA300000000000003,64,mask_permuted,128,0.5658,0.5850,NO,YES,absent
global,0xA300000000000003,64,residue_permuted,128,0.5833,0.5633,NO,YES,absent
global,0xA300000000000003,64,random_iid_0,128,0.5833,0.5633,NO,YES,absent
global,0xA300000000000003,64,random_iid_1,128,0.5879,0.6000,NO,YES,absent
global,0xA300000000000003,64,random_iid_2,128,0.5596,0.5483,NO,YES,absent
global,0xA300000000000003,64,random_iid_3,128,0.5738,0.5850,NO,YES,absent
global,0xA300000000000003,128,base,256,0.5829,0.5667,NO,YES,absent
global,0xA300000000000003,128,mask_permuted,256,0.5658,0.5850,NO,YES,absent
global,0xA300000000000003,128,residue_permuted,256,0.5879,0.6000,NO,YES,absent
global,0xA300000000000003,128,random_iid_0,256,0.5904,0.6017,NO,YES,absent
global,0xA300000000000003,128,random_iid_1,256,0.5754,0.5517,NO,YES,absent
global,0xA300000000000003,128,random_iid_2,256,0.5904,0.6017,NO,YES,absent
global,0xA300000000000003,128,random_iid_3,256,0.5829,0.5667,NO,YES,absent
global,0xA300000000000003,256,base,512,0.5904,0.6017,NO,YES,absent
global,0xA300000000000003,256,mask_permuted,512,0.5888,0.5800,NO,YES,absent
global,0xA300000000000003,256,residue_permuted,512,0.5933,0.5583,NO,YES,absent
global,0xA300000000000003,256,random_iid_0,512,0.5888,0.6217,NO,YES,absent
global,0xA300000000000003,256,random_iid_1,512,0.5879,0.6000,NO,YES,absent
global,0xA300000000000003,256,random_iid_2,512,0.5879,0.6000,NO,YES,absent
global,0xA300000000000003,256,random_iid_3,512,0.5904,0.5667,NO,YES,absent
global,0xA300000000000003,635,base,1270,0.5933,0.5583,NO,YES,absent
global,0xA300000000000003,635,mask_permuted,1270,0.5933,0.5583,NO,YES,absent
global,0xA300000000000003,635,residue_permuted,1270,0.5933,0.5583,NO,YES,absent
global,0xA300000000000003,635,random_iid_0,1270,0.5888,0.6217,NO,YES,absent
global,0xA300000000000003,635,random_iid_1,1270,0.5933,0.5583,NO,YES,absent
global,0xA300000000000003,635,random_iid_2,1270,0.5933,0.5583,NO,YES,absent
global,0xA300000000000003,635,random_iid_3,1270,0.5888,0.5800,NO,YES,absent
global,0xA300000000000003,1270,base,2540,0.5933,0.5583,NO,YES,absent
global,0xA300000000000003,1270,mask_permuted,2540,0.5933,0.5583,NO,YES,absent
global,0xA300000000000003,1270,residue_permuted,2540,0.5933,0.5583,NO,YES,absent
global,0xA300000000000003,1270,random_iid_0,2540,0.5904,0.5667,NO,YES,absent
global,0xA300000000000003,1270,random_iid_1,2540,0.5933,0.5583,NO,YES,absent
global,0xA300000000000003,1270,random_iid_2,2540,0.5888,0.5800,NO,YES,absent
global,0xA300000000000003,1270,random_iid_3,2540,0.5933,0.5583,NO,YES,absent
singleton,0xA300000000000003,8,base,16,0.5992,0.5950,NO,NO,absent
singleton,0xA300000000000003,8,mask_permuted,16,0.5858,0.5833,NO,NO,absent
singleton,0xA300000000000003,8,residue_permuted,16,0.6063,0.5733,NO,NO,absent
singleton,0xA300000000000003,8,random_iid_0,16,0.5700,0.5583,NO,NO,absent
singleton,0xA300000000000003,8,random_iid_1,16,0.5792,0.5467,NO,NO,absent
singleton,0xA300000000000003,8,random_iid_2,16,0.6200,0.6183,NO,NO,absent
singleton,0xA300000000000003,8,random_iid_3,16,0.6008,0.6150,NO,NO,absent
singleton,0xA300000000000003,16,base,32,0.5992,0.5950,NO,NO,absent
singleton,0xA300000000000003,16,mask_permuted,32,0.5875,0.5783,NO,NO,absent
singleton,0xA300000000000003,16,residue_permuted,32,0.6063,0.5733,NO,NO,absent
singleton,0xA300000000000003,16,random_iid_0,32,0.5871,0.5767,NO,NO,absent
singleton,0xA300000000000003,16,random_iid_1,32,0.6017,0.5850,NO,NO,absent
singleton,0xA300000000000003,16,random_iid_2,32,0.6158,0.6083,NO,NO,absent
singleton,0xA300000000000003,16,random_iid_3,32,0.6375,0.6483,NO,NO,absent
singleton,0xA300000000000003,32,base,64,0.6467,0.6133,NO,NO,absent
singleton,0xA300000000000003,32,mask_permuted,64,0.6467,0.6133,NO,NO,absent
singleton,0xA300000000000003,32,residue_permuted,64,0.6063,0.5733,NO,NO,absent
singleton,0xA300000000000003,32,random_iid_0,64,0.5983,0.5983,NO,NO,absent
singleton,0xA300000000000003,32,random_iid_1,64,0.6146,0.6100,NO,NO,absent
singleton,0xA300000000000003,32,random_iid_2,64,0.6533,0.6267,NO,NO,absent
singleton,0xA300000000000003,32,random_iid_3,64,0.6450,0.6800,NO,NO,absent
singleton,0xA300000000000003,64,base,128,0.6571,0.6500,NO,NO,absent
singleton,0xA300000000000003,64,mask_permuted,128,0.6571,0.6500,NO,NO,absent
singleton,0xA300000000000003,64,residue_permuted,128,0.6063,0.5733,NO,NO,absent
singleton,0xA300000000000003,64,random_iid_0,128,0.6225,0.6067,NO,NO,absent
singleton,0xA300000000000003,64,random_iid_1,128,0.6467,0.6133,NO,NO,absent
singleton,0xA300000000000003,64,random_iid_2,128,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000003,64,random_iid_3,128,0.6533,0.6267,NO,NO,absent
singleton,0xA300000000000003,128,base,256,0.6571,0.6500,NO,NO,absent
singleton,0xA300000000000003,128,mask_permuted,256,0.6571,0.6500,NO,NO,absent
singleton,0xA300000000000003,128,residue_permuted,256,0.6225,0.6067,NO,NO,absent
singleton,0xA300000000000003,128,random_iid_0,256,0.6233,0.5950,NO,NO,absent
singleton,0xA300000000000003,128,random_iid_1,256,0.6892,0.6250,NO,NO,absent
singleton,0xA300000000000003,128,random_iid_2,256,0.6571,0.6500,NO,NO,absent
singleton,0xA300000000000003,128,random_iid_3,256,0.6892,0.6250,NO,NO,absent
singleton,0xA300000000000003,256,base,512,0.6688,0.6300,NO,NO,absent
singleton,0xA300000000000003,256,mask_permuted,512,0.6571,0.6500,NO,NO,absent
singleton,0xA300000000000003,256,residue_permuted,512,0.6829,0.6917,NO,NO,absent
singleton,0xA300000000000003,256,random_iid_0,512,0.6892,0.6250,NO,NO,absent
singleton,0xA300000000000003,256,random_iid_1,512,0.6392,0.6200,NO,NO,absent
singleton,0xA300000000000003,256,random_iid_2,512,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000003,256,random_iid_3,512,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000003,635,base,1270,0.6892,0.6250,NO,NO,absent
singleton,0xA300000000000003,635,mask_permuted,1270,0.6829,0.6917,NO,NO,absent
singleton,0xA300000000000003,635,residue_permuted,1270,0.6829,0.6917,NO,NO,absent
singleton,0xA300000000000003,635,random_iid_0,1270,0.6892,0.6250,NO,NO,absent
singleton,0xA300000000000003,635,random_iid_1,1270,0.6829,0.6917,NO,NO,absent
singleton,0xA300000000000003,635,random_iid_2,1270,0.6829,0.6917,NO,NO,absent
singleton,0xA300000000000003,635,random_iid_3,1270,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000003,1270,base,2540,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000003,1270,mask_permuted,2540,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000003,1270,residue_permuted,2540,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000003,1270,random_iid_0,2540,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000003,1270,random_iid_1,2540,1.0000,1.0000,YES,YES,directed
singleton,0xA300000000000003,1270,random_iid_2,2540,0.6892,0.6250,NO,NO,absent
singleton,0xA300000000000003,1270,random_iid_3,2540,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000003,8,base,16,0.5533,0.4817,NO,NO,absent
multicell,0xA300000000000003,8,mask_permuted,16,0.5533,0.4817,NO,NO,absent
multicell,0xA300000000000003,8,residue_permuted,16,0.5342,0.4950,NO,NO,absent
multicell,0xA300000000000003,8,random_iid_0,16,0.5346,0.4900,NO,NO,absent
multicell,0xA300000000000003,8,random_iid_1,16,0.5183,0.4933,NO,NO,absent
multicell,0xA300000000000003,8,random_iid_2,16,0.5483,0.5033,NO,NO,absent
multicell,0xA300000000000003,8,random_iid_3,16,0.5771,0.5500,NO,NO,absent
multicell,0xA300000000000003,16,base,32,0.5988,0.5783,NO,NO,absent
multicell,0xA300000000000003,16,mask_permuted,32,0.5533,0.4817,NO,NO,absent
multicell,0xA300000000000003,16,residue_permuted,32,0.5883,0.5917,NO,NO,absent
multicell,0xA300000000000003,16,random_iid_0,32,0.5646,0.5350,NO,NO,absent
multicell,0xA300000000000003,16,random_iid_1,32,0.5446,0.5167,NO,NO,absent
multicell,0xA300000000000003,16,random_iid_2,32,0.5675,0.5400,NO,NO,absent
multicell,0xA300000000000003,16,random_iid_3,32,0.5413,0.5467,NO,NO,absent
multicell,0xA300000000000003,32,base,64,0.5988,0.5783,NO,NO,absent
multicell,0xA300000000000003,32,mask_permuted,64,0.5533,0.4817,NO,NO,absent
multicell,0xA300000000000003,32,residue_permuted,64,0.5883,0.5917,NO,NO,absent
multicell,0xA300000000000003,32,random_iid_0,64,0.5392,0.4867,NO,NO,absent
multicell,0xA300000000000003,32,random_iid_1,64,0.5504,0.5317,NO,NO,absent
multicell,0xA300000000000003,32,random_iid_2,64,0.5475,0.4717,NO,NO,absent
multicell,0xA300000000000003,32,random_iid_3,64,0.5392,0.5283,NO,NO,absent
multicell,0xA300000000000003,64,base,128,0.5988,0.5783,NO,NO,absent
multicell,0xA300000000000003,64,mask_permuted,128,0.5533,0.4817,NO,NO,absent
multicell,0xA300000000000003,64,residue_permuted,128,0.6063,0.5517,NO,NO,absent
multicell,0xA300000000000003,64,random_iid_0,128,0.5471,0.5217,NO,NO,absent
multicell,0xA300000000000003,64,random_iid_1,128,0.5771,0.5500,NO,NO,absent
multicell,0xA300000000000003,64,random_iid_2,128,0.5554,0.5483,NO,NO,absent
multicell,0xA300000000000003,64,random_iid_3,128,0.5688,0.5650,NO,NO,absent
multicell,0xA300000000000003,128,base,256,0.6021,0.5817,NO,NO,absent
multicell,0xA300000000000003,128,mask_permuted,256,0.6021,0.5817,NO,NO,absent
multicell,0xA300000000000003,128,residue_permuted,256,0.6063,0.5517,NO,NO,absent
multicell,0xA300000000000003,128,random_iid_0,256,0.5638,0.5333,NO,NO,absent
multicell,0xA300000000000003,128,random_iid_1,256,0.5883,0.5917,NO,NO,absent
multicell,0xA300000000000003,128,random_iid_2,256,0.5946,0.5750,NO,NO,absent
multicell,0xA300000000000003,128,random_iid_3,256,0.5708,0.5683,NO,NO,absent
multicell,0xA300000000000003,256,base,512,0.6021,0.5817,NO,NO,absent
multicell,0xA300000000000003,256,mask_permuted,512,0.6021,0.5817,NO,NO,absent
multicell,0xA300000000000003,256,residue_permuted,512,0.6063,0.5517,NO,NO,absent
multicell,0xA300000000000003,256,random_iid_0,512,0.6050,0.6233,NO,NO,absent
multicell,0xA300000000000003,256,random_iid_1,512,0.5883,0.5917,NO,NO,absent
multicell,0xA300000000000003,256,random_iid_2,512,0.5988,0.5783,NO,NO,absent
multicell,0xA300000000000003,256,random_iid_3,512,0.5729,0.5700,NO,NO,absent
multicell,0xA300000000000003,635,base,1270,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000003,635,mask_permuted,1270,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000003,635,residue_permuted,1270,0.6063,0.5517,NO,NO,absent
multicell,0xA300000000000003,635,random_iid_0,1270,0.6021,0.5817,NO,NO,absent
multicell,0xA300000000000003,635,random_iid_1,1270,0.6063,0.5517,NO,NO,absent
multicell,0xA300000000000003,635,random_iid_2,1270,0.5992,0.5733,NO,NO,absent
multicell,0xA300000000000003,635,random_iid_3,1270,0.6050,0.6233,NO,NO,absent
multicell,0xA300000000000003,1270,base,2540,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000003,1270,mask_permuted,2540,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000003,1270,residue_permuted,2540,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000003,1270,random_iid_0,2540,0.6021,0.5817,NO,NO,absent
multicell,0xA300000000000003,1270,random_iid_1,2540,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000003,1270,random_iid_2,2540,1.0000,1.0000,YES,YES,directed
multicell,0xA300000000000003,1270,random_iid_3,2540,0.6063,0.5517,NO,NO,absent
no_grammar,0xA300000000000003,8,base,16,0.5529,0.5333,NO,YES,absent
no_grammar,0xA300000000000003,8,mask_permuted,16,0.5475,0.5667,NO,YES,absent
no_grammar,0xA300000000000003,8,residue_permuted,16,0.5492,0.5000,NO,YES,absent
no_grammar,0xA300000000000003,8,random_iid_0,16,0.5704,0.5350,NO,YES,absent
no_grammar,0xA300000000000003,8,random_iid_1,16,0.5367,0.5467,NO,YES,absent
no_grammar,0xA300000000000003,8,random_iid_2,16,0.5396,0.5333,NO,YES,absent
no_grammar,0xA300000000000003,8,random_iid_3,16,0.5550,0.5550,NO,YES,absent
no_grammar,0xA300000000000003,16,base,32,0.5567,0.5417,NO,YES,absent
no_grammar,0xA300000000000003,16,mask_permuted,32,0.5600,0.5200,NO,YES,absent
no_grammar,0xA300000000000003,16,residue_permuted,32,0.5550,0.5183,NO,YES,absent
no_grammar,0xA300000000000003,16,random_iid_0,32,0.5583,0.5817,NO,YES,absent
no_grammar,0xA300000000000003,16,random_iid_1,32,0.5521,0.5600,NO,YES,absent
no_grammar,0xA300000000000003,16,random_iid_2,32,0.5579,0.5700,NO,YES,absent
no_grammar,0xA300000000000003,16,random_iid_3,32,0.5542,0.5617,NO,YES,absent
no_grammar,0xA300000000000003,32,base,64,0.5567,0.5417,NO,YES,absent
no_grammar,0xA300000000000003,32,mask_permuted,64,0.5600,0.5200,NO,YES,absent
no_grammar,0xA300000000000003,32,residue_permuted,64,0.5583,0.5817,NO,YES,absent
no_grammar,0xA300000000000003,32,random_iid_0,64,0.5542,0.5533,NO,YES,absent
no_grammar,0xA300000000000003,32,random_iid_1,64,0.5533,0.5200,NO,YES,absent
no_grammar,0xA300000000000003,32,random_iid_2,64,0.5583,0.5517,NO,YES,absent
no_grammar,0xA300000000000003,32,random_iid_3,64,0.5463,0.5317,NO,YES,absent
no_grammar,0xA300000000000003,64,base,128,0.5704,0.5350,NO,YES,absent
no_grammar,0xA300000000000003,64,mask_permuted,128,0.5638,0.5217,NO,YES,absent
no_grammar,0xA300000000000003,64,residue_permuted,128,0.5583,0.5817,NO,YES,absent
no_grammar,0xA300000000000003,64,random_iid_0,128,0.5617,0.5550,NO,YES,absent
no_grammar,0xA300000000000003,64,random_iid_1,128,0.5638,0.5267,NO,YES,absent
no_grammar,0xA300000000000003,64,random_iid_2,128,0.5704,0.5350,NO,YES,absent
no_grammar,0xA300000000000003,64,random_iid_3,128,0.5638,0.5367,NO,YES,absent
no_grammar,0xA300000000000003,128,base,256,0.5804,0.5650,NO,YES,absent
no_grammar,0xA300000000000003,128,mask_permuted,256,0.5638,0.5217,NO,YES,absent
no_grammar,0xA300000000000003,128,residue_permuted,256,0.5629,0.5300,NO,YES,absent
no_grammar,0xA300000000000003,128,random_iid_0,256,0.5804,0.5650,NO,YES,absent
no_grammar,0xA300000000000003,128,random_iid_1,256,0.5804,0.5650,NO,YES,absent
no_grammar,0xA300000000000003,128,random_iid_2,256,0.5571,0.5050,NO,YES,absent
no_grammar,0xA300000000000003,128,random_iid_3,256,0.5638,0.5317,NO,YES,absent
no_grammar,0xA300000000000003,256,base,512,0.5804,0.5650,NO,YES,absent
no_grammar,0xA300000000000003,256,mask_permuted,512,0.5646,0.5300,NO,YES,absent
