generation,best_composite,best_avalanche,best_balance,best_period,best_chisq,best_used,mean_composite
1610,49.980469,32.0020,32.0000,1024,248.5000,370,43.593617
1611,49.980469,32.0020,32.0000,1024,248.5000,370,43.904719
1612,49.980469,32.0020,32.0000,1024,248.5000,370,39.777683
1613,49.980469,32.0020,32.0000,1024,248.5000,370,44.443029
1614,49.980469,32.0020,32.0000,1024,248.5000,370,43.740663
1615,49.980469,32.0020,32.0000,1024,248.5000,370,43.960466
1616,49.980469,32.0020,32.0000,1024,248.5000,370,42.452709
1617,49.980469,32.0020,32.0000,1024,248.5000,370,44.957020
1618,49.980469,32.0020,32.0000,1024,248.5000,370,45.153464
1619,49.980469,32.0020,32.0000,1024,248.5000,370,41.235808
1620,49.980469,32.0020,32.0000,1024,248.5000,370,46.379921
1621,49.980469,32.0020,32.0000,1024,248.5000,370,41.461893
1622,49.980469,32.0020,32.0000,1024,248.5000,370,44.720813
1623,49.980469,32.0020,32.0000,1024,248.5000,370,44.106907
1624,49.980469,32.0020,32.0000,1024,248.5000,370,39.425598
1625,49.980469,32.0020,32.0000,1024,248.5000,370,43.389598
1626,49.980469,32.0020,32.0000,1024,248.5000,370,41.650945
1627,49.990234,32.0010,32.0000,1024,248.5000,372,45.670050
1628,49.990234,32.0010,32.0000,1024,248.5000,372,44.243292
1629,49.990234,32.0010,32.0000,1024,248.5000,372,40.138457
1630,49.990234,32.0010,32.0000,1024,248.5000,372,41.672578
1631,49.990234,32.0010,32.0000,1024,248.5000,372,45.001307
1632,49.990234,32.0010,32.0000,1024,248.5000,372,45.011514
1633,49.990234,32.0010,32.0000,1024,248.5000,372,44.980449
1634,49.990234,32.0010,32.0000,1024,248.5000,372,43.548146
1635,49.990234,32.0010,32.0000,1024,248.5000,372,44.476813
1636,49.990234,32.0010,32.0000,1024,248.5000,372,43.455310
1637,49.990234,32.0010,32.0000,1024,248.5000,372,45.450355
1638,49.990234,32.0010,32.0000,1024,248.5000,372,44.953942
1639,49.990234,32.0010,32.0000,1024,248.5000,372,43.721353
1640,49.990234,32.0010,32.0000,1024,248.5000,372,43.552289
1641,49.990234,32.0010,32.0000,1024,248.5000,372,42.240934
1642,49.990234,32.0010,32.0000,1024,248.5000,372,43.907523
1643,49.990234,32.0010,32.0000,1024,248.5000,372,46.036702
1644,49.990234,32.0010,32.0000,1024,248.5000,372,43.066869
1645,49.990234,32.0010,32.0000,1024,248.5000,372,44.410118
1646,49.990234,32.0010,32.0000,1024,248.5000,372,45.097224
1647,49.990234,32.0010,32.0000,1024,248.5000,372,44.709460
1648,49.990234,32.0010,32.0000,1024,248.5000,372,46.362950
1649,49.990234,32.0010,32.0000,1024,248.5000,372,42.950397
1650,49.990234,32.0010,32.0000,1024,248.5000,372,41.440449
1651,49.990234,32.0010,32.0000,1024,248.5000,372,47.039493
1652,49.990234,32.0010,32.0000,1024,248.5000,372,42.814598
1653,49.990234,32.0010,32.0000,1024,248.5000,372,43.636223
1654,49.990234,32.0010,32.0000,1024,248.5000,372,41.171608
1655,49.990234,32.0010,32.0000,1024,248.5000,372,42.383368
1656,49.990234,32.0010,32.0000,1024,248.5000,372,43.935009
1657,49.990234,32.0010,32.0000,1024,248.5000,372,47.460845
1658,49.990234,32.0010,32.0000,1024,248.5000,372,40.242246
1659,49.990234,32.0010,32.0000,1024,248.5000,372,44.302915
1660,49.990234,32.0010,32.0000,1024,248.5000,372,43.309438
1661,49.990234,32.0010,32.0000,1024,248.5000,372,45.361909
1662,49.990234,32.0010,32.0000,1024,248.5000,372,46.759600
1663,49.990234,32.0010,32.0000,1024,248.5000,372,42.963818
1664,49.990234,32.0010,32.0000,1024,248.5000,372,46.076898
1665,49.990234,32.0010,32.0000,1024,248.5000,372,45.650829
1666,49.990234,32.0010,32.0000,1024,248.5000,372,46.133647
1667,49.990234,32.0010,32.0000,1024,248.5000,372,44.092954
1668,49.990234,32.0010,32.0000,1024,248.5000,372,44.747123
1669,49.990234,32.0010,32.0000,1024,248.5000,372,44.939758
1670,49.990234,32.0010,32.0000,1024,248.5000,372,45.095640
1671,49.990234,32.0010,32.0000,1024,248.5000,372,45.275103
1672,49.990234,32.0010,32.0000,1024,248.5000,372,42.908768
1673,49.990234,32.0010,32.0000,1024,248.5000,372,44.847106
1674,49.990234,32.0010,32.0000,1024,248.5000,372,42.466904
1675,49.990234,32.0010,32.0000,1024,248.5000,372,45.964512
1676,49.990234,32.0010,32.0000,1024,248.5000,372,42.794363
1677,49.990234,32.0010,32.0000,1024,248.5000,372,43.610239
1678,49.990234,32.0010,32.0000,1024,248.5000,372,42.624791
1679,49.990234,32.0010,32.0000,1024,248.5000,372,41.539633
1680,49.990234,32.0010,32.0000,1024,248.5000,372,39.393256
1681,49.990234,32.0010,32.0000,1024,248.5000,372,42.921711
1682,49.990234,32.0010,32.0000,1024,248.5000,372,38.128171
1683,49.990234,32.0010,32.0000,1024,248.5000,372,43.555936
1684,49.990234,32.0010,32.0000,1024,248.5000,372,46.178186
1685,49.990234,32.0010,32.0000,1024,248.5000,372,41.607194
1686,49.990234,32.0010,32.0000,1024,248.5000,372,39.349265
1687,49.990234,32.0010,32.0000,1024,248.5000,372,39.676583
1688,49.990234,32.0010,32.0000,1024,248.5000,372,41.382739
1689,49.990234,32.0010,32.0000,1024,248.5000,372,44.827203
1690,49.990234,32.0010,32.0000,1024,248.5000,372,44.627339
1691,49.990234,32.0010,32.0000,1024,248.5000,372,40.716837
1692,49.990234,32.0010,32.0000,1024,248.5000,372,43.453555
1693,49.990234,32.0010,32.0000,1024,248.5000,372,45.177648
1694,49.990234,32.0010,32.0000,1024,248.5000,372,38.665387
1695,49.990234,32.0010,32.0000,1024,248.5000,372,42.853823
1696,49.990234,32.0010,32.0000,1024,248.5000,372,43.195389
1697,49.990234,32.0010,32.0000,1024,248.5000,372,44.385300
1698,49.990234,32.0010,32.0000,1024,248.5000,372,43.917236
1699,49.990234,32.0010,32.0000,1024,248.5000,372,44.268657
1700,49.990234,32.0010,32.0000,1024,248.5000,372,44.190316
1701,49.990234,32.0010,32.0000,1024,248.5000,372,45.873612
1702,49.990234,32.0010,32.0000,1024,248.5000,372,43.572887
1703,49.990234,32.0010,32.0000,1024,248.5000,372,43.210922
1704,49.990234,32.0010,32.0000,1024,248.5000,372,45.620905
1705,49.990234,32.0010,32.0000,1024,248.5000,372,46.100504
1706,49.990234,32.0010,32.0000,1024,248.5000,372,45.820359
1707,49.990234,32.0010,32.0000,1024,248.5000,372,42.426660
1708,49.990234,32.0010,32.0000,1024,248.5000,372,45.557683
1709,49.990234,32.0010,32.0000,1024,248.5000,372,41.768030
1710,49.990234,32.0010,32.0000,1024,248.5000,372,42.222367
1711,49.990234,32.0010,32.0000,1024,248.5000,372,44.378361
1712,49.990234,32.0010,32.0000,1024,248.5000,372,42.588209
1713,49.990234,32.0010,32.0000,1024,248.5000,372,44.942301
1714,49.990234,32.0010,32.0000,1024,248.5000,372,44.075116
1715,49.990234,32.0010,32.0000,1024,248.5000,372,40.884464
1716,49.990234,32.0010,32.0000,1024,248.5000,372,42.485363
1717,49.990234,32.0010,32.0000,1024,248.5000,372,41.614338
1718,49.990234,32.0010,32.0000,1024,248.5000,372,42.530165
1719,49.990234,32.0010,32.0000,1024,248.5000,372,43.352267
1720,49.990234,32.0010,32.0000,1024,248.5000,372,43.301935
1721,49.990234,32.0010,32.0000,1024,248.5000,372,42.676818
1722,49.990234,32.0010,32.0000,1024,248.5000,372,43.466014
1723,49.990234,32.0010,32.0000,1024,248.5000,372,41.943262
1724,49.990234,32.0010,32.0000,1024,248.5000,372,42.476132
1725,49.990234,32.0010,32.0000,1024,248.5000,372,45.722437
1726,49.990234,32.0010,32.0000,1024,248.5000,372,44.059998
1727,49.990234,32.0010,32.0000,1024,248.5000,372,43.307131
1728,49.990234,32.0010,32.0000,1024,248.5000,372,41.043153
1729,49.990234,32.0010,32.0000,1024,248.5000,372,42.473499
1730,49.990234,32.0010,32.0000,1024,248.5000,372,44.641404
1731,49.990234,32.0010,32.0000,1024,248.5000,372,45.706422
1732,49.990234,32.0010,32.0000,1024,248.5000,372,42.917126
1733,49.990234,32.0010,32.0000,1024,248.5000,372,40.796211
1734,49.990234,32.0010,32.0000,1024,248.5000,372,45.633602
1735,49.990234,32.0010,32.0000,1024,248.5000,372,40.841841
1736,49.990234,32.0010,32.0000,1024,248.5000,372,47.096478
1737,49.990234,32.0010,32.0000,1024,248.5000,372,42.109292
1738,49.990234,32.0010,32.0000,1024,248.5000,372,45.446959
1739,49.990234,32.0010,32.0000,1024,248.5000,372,44.432089
1740,49.990234,32.0010,32.0000,1024,248.5000,372,44.194661
1741,49.990234,32.0010,32.0000,1024,248.5000,372,44.835287
1742,49.990234,32.0010,32.0000,1024,248.5000,372,43.480027
1743,49.990234,32.0010,32.0000,1024,248.5000,372,44.552648
1744,49.990234,32.0010,32.0000,1024,248.5000,372,45.025045
1745,49.990234,32.0010,32.0000,1024,248.5000,372,43.406930
1746,49.990234,32.0010,32.0000,1024,248.5000,372,45.036240
1747,49.990234,32.0010,32.0000,1024,248.5000,372,45.783130
1748,49.990234,32.0010,32.0000,1024,248.5000,372,41.849800
1749,49.990234,32.0010,32.0000,1024,248.5000,372,43.473542
1750,49.990234,32.0010,32.0000,1024,248.5000,372,41.355439
1751,49.990234,32.0010,32.0000,1024,248.5000,372,45.490636
1752,49.990234,32.0010,32.0000,1024,248.5000,372,42.907556
1753,49.990234,32.0010,32.0000,1024,248.5000,372,42.016082
1754,49.990234,32.0010,32.0000,1024,248.5000,372,43.897147
1755,49.990234,32.0010,32.0000,1024,248.5000,372,46.127461
1756,49.990234,32.0010,32.0000,1024,248.5000,372,45.860331
1757,49.990234,32.0010,32.0000,1024,248.5000,372,42.795630
1758,49.990234,32.0010,32.0000,1024,248.5000,372,45.877527
1759,49.990234,32.0010,32.0000,1024,248.5000,372,41.020461
1760,49.990234,32.0010,32.0000,1024,248.5000,372,44.254487
1761,49.990234,32.0010,32.0000,1024,248.5000,372,44.776790
1762,49.990234,32.0010,32.0000,1024,248.5000,372,40.159784
1763,49.990234,32.0010,32.0000,1024,248.5000,372,47.263541
1764,49.990234,32.0010,32.0000,1024,248.5000,372,44.273772
1765,49.990234,32.0010,32.0000,1024,248.5000,372,44.377280
1766,49.990234,32.0010,32.0000,1024,248.5000,372,46.364087
1767,49.990234,32.0010,32.0000,1024,248.5000,372,44.753793
1768,49.990234,32.0010,32.0000,1024,248.5000,372,44.279331
1769,49.990234,32.0010,32.0000,1024,248.5000,372,43.905253
1770,49.990234,32.0010,32.0000,1024,248.5000,372,43.481467
1771,49.990234,32.0010,32.0000,1024,248.5000,372,45.119515
1772,49.990234,32.0010,32.0000,1024,248.5000,372,46.017090
1773,49.990234,32.0010,32.0000,1024,248.5000,372,47.126108
1774,49.990234,32.0010,32.0000,1024,248.5000,372,40.846251
1775,49.990234,32.0010,32.0000,1024,248.5000,372,42.092128
1776,49.990234,32.0010,32.0000,1024,248.5000,372,43.776519
1777,49.990234,32.0010,32.0000,1024,248.5000,372,44.913704
1778,49.990234,32.0010,32.0000,1024,248.5000,372,47.999219
1779,49.990234,32.0010,32.0000,1024,248.5000,372,41.843386
1780,49.990234,32.0010,32.0000,1024,248.5000,372,43.535403
1781,49.990234,32.0010,32.0000,1024,248.5000,372,43.109689
1782,49.990234,32.0010,32.0000,1024,248.5000,372,46.271420
1783,49.990234,32.0010,32.0000,1024,248.5000,372,44.559326
1784,49.990234,32.0010,32.0000,1024,248.5000,372,46.051143
1785,49.990234,32.0010,32.0000,1024,248.5000,372,43.941270
1786,49.990234,32.0010,32.0000,1024,248.5000,372,45.666581
1787,49.990234,32.0010,32.0000,1024,248.5000,372,44.079960
1788,49.990234,32.0010,32.0000,1024,248.5000,372,44.602263
1789,49.990234,32.0010,32.0000,1024,248.5000,372,37.072228
1790,49.990234,32.0010,32.0000,1024,248.5000,372,45.164923
1791,49.990234,32.0010,32.0000,1024,248.5000,372,40.414071
1792,49.990234,32.0010,32.0000,1024,248.5000,372,44.030696
1793,49.990234,32.0010,32.0000,1024,248.5000,372,45.385946
1794,49.990234,32.0010,32.0000,1024,248.5000,372,42.222883
1795,49.990234,32.0010,32.0000,1024,248.5000,372,41.329865
1796,49.990234,32.0010,32.0000,1024,248.5000,372,43.208459
1797,49.990234,32.0010,32.0000,1024,248.5000,372,38.598793
1798,49.990234,32.0010,32.0000,1024,248.5000,372,46.068701
1799,49.990234,32.0010,32.0000,1024,248.5000,372,45.064822
1800,49.990234,32.0010,32.0000,1024,248.5000,372,39.386133
1801,49.990234,32.0010,32.0000,1024,248.5000,372,44.237627
1802,49.990234,32.0010,32.0000,1024,248.5000,372,43.712244
1803,49.990234,32.0010,32.0000,1024,248.5000,372,43.146805
1804,49.990234,32.0010,32.0000,1024,248.5000,372,42.245023
1805,49.990234,32.0010,32.0000,1024,248.5000,372,41.798583
1806,49.990234,32.0010,32.0000,1024,248.5000,372,45.540565
1807,49.990234,32.0010,32.0000,1024,248.5000,372,40.133462
1808,49.990234,32.0010,32.0000,1024,248.5000,372,41.032174
1809,49.990234,32.0010,32.0000,1024,248.5000,372,41.717145
1810,49.990234,32.0010,32.0000,1024,248.5000,372,44.063606
1811,49.990234,32.0010,32.0000,1024,248.5000,372,41.650654
1812,49.990234,32.0010,32.0000,1024,248.5000,372,44.740719
1813,49.990234,32.0010,32.0000,1024,248.5000,372,43.644675
1814,49.990234,32.0010,32.0000,1024,248.5000,372,41.279766
1815,49.990234,32.0010,32.0000,1024,248.5000,372,40.815558
1816,49.990234,32.0010,32.0000,1024,248.5000,372,46.024794
1817,49.990234,32.0010,32.0000,1024,248.5000,372,41.260038
1818,49.990234,32.0010,32.0000,1024,248.5000,372,43.147654
1819,49.990234,32.0010,32.0000,1024,248.5000,372,40.146976
1820,49.990234,32.0010,32.0000,1024,248.5000,372,43.895624
1821,49.990234,32.0010,32.0000,1024,248.5000,372,42.564943
1822,49.990234,32.0010,32.0000,1024,248.5000,372,47.387921
1823,49.990234,32.0010,32.0000,1024,248.5000,372,44.707622
1824,49.990234,32.0010,32.0000,1024,248.5000,372,45.156715
1825,49.990234,32.0010,32.0000,1024,248.5000,372,41.044292
1826,49.990234,32.0010,32.0000,1024,248.5000,372,42.531132
1827,49.990234,32.0010,32.0000,1024,248.5000,372,44.238976
1828,49.990234,32.0010,32.0000,1024,248.5000,372,42.291592
1829,49.990234,32.0010,32.0000,1024,248.5000,372,42.843944
1830,49.990234,32.0010,32.0000,1024,248.5000,372,45.197665
1831,49.990234,32.0010,32.0000,1024,248.5000,372,43.706135
1832,49.990234,32.0010,32.0000,1024,248.5000,372,45.087615
1833,49.990234,32.0010,32.0000,1024,248.5000,372,45.649553
1834,49.990234,32.0010,32.0000,1024,248.5000,372,41.551069
1835,49.990234,32.0010,32.0000,1024,248.5000,372,44.504529
1836,49.990234,32.0010,32.0000,1024,248.5000,372,40.881531
1837,49.990234,32.0010,32.0000,1024,248.5000,372,41.322047
1838,49.990234,32.0010,32.0000,1024,248.5000,372,43.790479
1839,49.990234,32.0010,32.0000,1024,248.5000,372,44.035657
1840,49.990234,32.0010,32.0000,1024,248.5000,372,44.608915
1841,49.990234,32.0010,32.0000,1024,248.5000,372,42.007212
1842,49.990234,32.0010,32.0000,1024,248.5000,372,41.014258
1843,49.990234,32.0010,32.0000,1024,248.5000,372,45.540278
1844,49.990234,32.0010,32.0000,1024,248.5000,372,44.671252
1845,49.990234,32.0010,32.0000,1024,248.5000,372,42.788022
1846,49.990234,32.0010,32.0000,1024,248.5000,372,43.187565
1847,49.990234,32.0010,32.0000,1024,248.5000,372,41.212523
1848,49.990234,32.0010,32.0000,1024,248.5000,372,44.386898
1849,49.990234,32.0010,32.0000,1024,248.5000,372,46.779116
1850,49.990234,32.0010,32.0000,1024,248.5000,372,45.499415
1851,49.990234,32.0010,32.0000,1024,248.5000,372,39.014012
1852,49.990234,32.0010,32.0000,1024,248.5000,372,46.431182
1853,49.990234,32.0010,32.0000,1024,248.5000,372,42.808893
1854,49.990234,32.0010,32.0000,1024,248.5000,372,43.684703
1855,49.990234,32.0010,32.0000,1024,248.5000,372,41.589567
1856,49.990234,32.0010,32.0000,1024,248.5000,372,47.018429
1857,49.990234,32.0010,32.0000,1024,248.5000,372,43.363296
1858,49.990234,32.0010,32.0000,1024,248.5000,372,43.924374
1859,49.990234,32.0010,32.0000,1024,248.5000,372,43.196416
1860,49.990234,32.0010,32.0000,1024,248.5000,372,42.935184
1861,49.990234,32.0010,32.0000,1024,248.5000,372,42.882040
1862,49.990234,32.0010,32.0000,1024,248.5000,372,47.373944
1863,49.990234,32.0010,32.0000,1024,248.5000,372,44.135630
1864,49.990234,32.0010,32.0000,1024,248.5000,372,45.189784
1865,49.990234,32.0010,32.0000,1024,248.5000,372,45.660115
1866,49.990234,32.0010,32.0000,1024,248.5000,372,43.520321
1867,49.990234,32.0010,32.0000,1024,248.5000,372,43.471429
1868,49.990234,32.0010,32.0000,1024,248.5000,372,46.133578
1869,49.990234,32.0010,32.0000,1024,248.5000,372,45.299406
1870,49.990234,32.0010,32.0000,1024,248.5000,372,44.428977
1871,49.990234,32.0010,32.0000,1024,248.5000,372,44.839971
1872,49.990234,32.0010,32.0000,1024,248.5000,372,43.941169
1873,49.990234,32.0010,32.0000,1024,248.5000,372,44.253923
1874,49.990234,32.0010,32.0000,1024,248.5000,372,40.568684
1875,49.990234,32.0010,32.0000,1024,248.5000,372,45.220116
1876,49.990234,32.0010,32.0000,1024,248.5000,372,40.114832
1877,49.990234,32.0010,32.0000,1024,248.5000,372,46.131835
1878,49.990234,32.0010,32.0000,1024,248.5000,372,45.070613
1879,49.990234,32.0010,32.0000,1024,248.5000,372,45.407068
1880,49.990234,32.0010,32.0000,1024,248.5000,372,42.677289
1881,49.990234,32.0010,32.0000,1024,248.5000,372,42.663440
1882,49.990234,32.0010,32.0000,1024,248.5000,372,43.922676
1883,49.990234,32.0010,32.0000,1024,248.5000,372,42.324075
1884,49.990234,32.0010,32.0000,1024,248.5000,372,43.581697
1885,49.990234,32.0010,32.0000,1024,248.5000,372,42.040184
1886,49.990234,32.0010,32.0000,1024,248.5000,372,44.242267
1887,49.990234,32.0010,32.0000,1024,248.5000,372,39.217988
1888,49.990234,32.0010,32.0000,1024,248.5000,372,46.300104
1889,49.990234,32.0010,32.0000,1024,248.5000,372,44.054655
1890,49.990234,32.0010,32.0000,1024,248.5000,372,43.898636
1891,49.990234,32.0010,32.0000,1024,248.5000,372,41.099047
1892,49.990234,32.0010,32.0000,1024,248.5000,372,44.935702
1893,49.990234,32.0010,32.0000,1024,248.5000,372,41.612372
1894,49.990234,32.0010,32.0000,1024,248.5000,372,43.376667
1895,49.990234,32.0010,32.0000,1024,248.5000,372,44.880746
1896,49.990234,32.0010,32.0000,1024,248.5000,372,43.405343
1897,49.990234,32.0010,32.0000,1024,248.5000,372,41.515707
1898,49.990234,32.0010,32.0000,1024,248.5000,372,43.420750
1899,49.990234,32.0010,32.0000,1024,248.5000,372,43.733723
1900,49.990234,32.0010,32.0000,1024,248.5000,372,43.077070
1901,49.990234,32.0010,32.0000,1024,248.5000,372,42.600367
1902,49.990234,32.0010,32.0000,1024,248.5000,372,42.744304
1903,49.990234,32.0010,32.0000,1024,248.5000,372,46.271932
1904,49.990234,32.0010,32.0000,1024,248.5000,372,45.440848
1905,49.990234,32.0010,32.0000,1024,248.5000,372,40.804283
1906,49.990234,32.0010,32.0000,1024,248.5000,372,43.253472
1907,49.990234,32.0010,32.0000,1024,248.5000,372,42.763577
1908,49.990234,32.0010,32.0000,1024,248.5000,372,43.192175
1909,49.990234,32.0010,32.0000,1024,248.5000,372,43.426824
1910,49.990234,32.0010,32.0000,1024,248.5000,372,45.609017
1911,49.990234,32.0010,32.0000,1024,248.5000,372,45.097952
1912,49.990234,32.0010,32.0000,1024,248.5000,372,42.010638
1913,49.990234,32.0010,32.0000,1024,248.5000,372,42.762302
1914,49.990234,32.0010,32.0000,1024,248.5000,372,42.369594
1915,49.990234,32.0010,32.0000,1024,248.5000,372,45.160208
1916,49.990234,32.0010,32.0000,1024,248.5000,372,45.311323
1917,49.990234,32.0010,32.0000,1024,248.5000,372,42.672051
1918,49.990234,32.0010,32.0000,1024,248.5000,372,42.218190
1919,49.990234,32.0010,32.0000,1024,248.5000,372,42.346964
1920,49.990234,32.0010,32.0000,1024,248.5000,372,41.361460
1921,49.990234,32.0010,32.0000,1024,248.5000,372,46.407892
1922,49.990234,32.0010,32.0000,1024,248.5000,372,44.658105
1923,49.990234,32.0010,32.0000,1024,248.5000,372,44.820795
1924,49.990234,32.0010,32.0000,1024,248.5000,372,41.800355
1925,49.990234,32.0010,32.0000,1024,248.5000,372,46.577827
1926,49.990234,32.0010,32.0000,1024,248.5000,372,41.198702
1927,49.990234,32.0010,32.0000,1024,248.5000,372,40.242065
1928,49.990234,32.0010,32.0000,1024,248.5000,372,39.512889
1929,49.990234,32.0010,32.0000,1024,248.5000,372,44.993031
1930,49.990234,32.0010,32.0000,1024,248.5000,372,40.584426
1931,49.990234,32.0010,32.0000,1024,248.5000,372,41.905024
1932,49.990234,32.0010,32.0000,1024,248.5000,372,43.372317
1933,49.990234,32.0010,32.0000,1024,248.5000,372,37.880031
1934,49.990234,32.0010,32.0000,1024,248.5000,372,47.310172
1935,49.990234,32.0010,32.0000,1024,248.5000,372,43.632474
1936,49.990234,32.0010,32.0000,1024,248.5000,372,38.506199
1937,49.990234,32.0010,32.0000,1024,248.5000,372,41.664965
1938,49.990234,32.0010,32.0000,1024,248.5000,372,44.765538
1939,49.990234,32.0010,32.0000,1024,248.5000,372,41.894877
1940,49.990234,32.0010,32.0000,1024,248.5000,372,42.526364
1941,49.990234,32.0010,32.0000,1024,248.5000,372,44.314785
1942,49.990234,32.0010,32.0000,1024,248.5000,372,44.358992
1943,49.990234,32.0010,32.0000,1024,248.5000,372,39.093635
1944,49.990234,32.0010,32.0000,1024,248.5000,372,43.649735
1945,49.990234,32.0010,32.0000,1024,248.5000,372,44.091177
1946,49.990234,32.0010,32.0000,1024,248.5000,372,44.603555
1947,49.990234,32.0010,32.0000,1024,248.5000,372,44.355598
1948,49.990234,32.0010,32.0000,1024,248.5000,372,42.955518
1949,49.990234,32.0010,32.0000,1024,248.5000,372,42.972356
1950,49.990234,32.0010,32.0000,1024,248.5000,372,44.618910
1951,49.990234,32.0010,32.0000,1024,248.5000,372,43.300426
1952,49.990234,32.0010,32.0000,1024,248.5000,372,42.054349
1953,49.990234,32.0010,32.0000,1024,248.5000,372,41.984979
1954,49.990234,32.0010,32.0000,1024,248.5000,372,44.432876
1955,49.990234,32.0010,32.0000,1024,248.5000,372,43.179790
1956,49.990234,32.0010,32.0000,1024,248.5000,372,41.700933
1957,49.990234,32.0010,32.0000,1024,248.5000,372,45.793848
1958,49.990234,32.0010,32.0000,1024,248.5000,372,40.306014
1959,49.990234,32.0010,32.0000,1024,248.5000,372,42.064847
1960,49.990234,32.0010,32.0000,1024,248.5000,372,47.422103
1961,49.990234,32.0010,32.0000,1024,248.5000,372,44.198450
1962,49.990234,32.0010,32.0000,1024,248.5000,372,42.612406
1963,49.990234,32.0010,32.0000,1024,248.5000,372,44.236329
1964,49.990234,32.0010,32.0000,1024,248.5000,372,44.837004
1965,49.990234,32.0010,32.0000,1024,248.5000,372,43.028049
1966,49.990234,32.0010,32.0000,1024,248.5000,372,42.514529
1967,49.990234,32.0010,32.0000,1024,248.5000,372,44.018845
1968,49.990234,32.0010,32.0000,1024,248.5000,372,42.237722
1969,49.990234,32.0010,32.0000,1024,248.5000,372,41.959857
1970,49.990234,32.0010,32.0000,1024,248.5000,372,42.835349
1971,49.990234,32.0010,32.0000,1024,248.5000,372,46.269919
1972,49.990234,32.0010,32.0000,1024,248.5000,372,43.876545
1973,49.990234,32.0010,32.0000,1024,248.5000,372,44.207784
1974,49.990234,32.0010,32.0000,1024,248.5000,372,45.665820
1975,49.990234,32.0010,32.0000,1024,248.5000,372,44.433400
1976,49.990234,32.0010,32.0000,1024,248.5000,372,45.971595
1977,49.990234,32.0010,32.0000,1024,248.5000,372,40.760908
1978,49.990234,32.0010,32.0000,1024,248.5000,372,43.878713
1979,49.990234,32.0010,32.0000,1024,248.5000,372,42.750673
1980,49.990234,32.0010,32.0000,1024,248.5000,372,41.442705
1981,49.990234,32.0010,32.0000,1024,248.5000,372,37.270759
1982,49.990234,32.0010,32.0000,1024,248.5000,372,39.215068
1983,49.990234,32.0010,32.0000,1024,248.5000,372,40.157374
1984,49.990234,32.0010,32.0000,1024,248.5000,372,44.102932
1985,49.990234,32.0010,32.0000,1024,248.5000,372,44.196147
1986,49.990234,32.0010,32.0000,1024,248.5000,372,40.207469
1987,49.990234,32.0010,32.0000,1024,248.5000,372,38.921016
1988,49.990234,32.0010,32.0000,1024,248.5000,372,42.860452
1989,49.990234,32.0010,32.0000,1024,248.5000,372,43.565306
1990,49.990234,32.0010,32.0000,1024,248.5000,372,40.165768
1991,49.990234,32.0010,32.0000,1024,248.5000,372,45.145018
1992,49.990234,32.0010,32.0000,1024,248.5000,372,42.566050
1993,49.990234,32.0010,32.0000,1024,248.5000,372,43.895023
1994,49.990234,32.0010,32.0000,1024,248.5000,372,43.225244
1995,49.990234,32.0010,32.0000,1024,248.5000,372,43.685812
1996,49.990234,32.0010,32.0000,1024,248.5000,372,43.500538
1997,49.990234,32.0010,32.0000,1024,248.5000,372,47.121721
1998,49.990234,32.0010,32.0000,1024,248.5000,372,42.836812
1999,49.990234,32.0010,32.0000,1024,248.5000,372,42.801847
2000,49.990234,32.0010,32.0000,1024,248.5000,372,46.677216
2001,49.990234,32.0010,32.0000,1024,248.5000,372,43.966292
2002,49.990234,32.0010,32.0000,1024,248.5000,372,44.006620
2003,49.990234,32.0010,32.0000,1024,248.5000,372,43.299938
2004,49.990234,32.0010,32.0000,1024,248.5000,372,44.796602
2005,49.990234,32.0010,32.0000,1024,248.5000,372,39.247249
2006,49.990234,32.0010,32.0000,1024,248.5000,372,44.797786
2007,49.990234,32.0010,32.0000,1024,248.5000,372,42.642847
2008,49.990234,32.0010,32.0000,1024,248.5000,372,43.364821
2009,49.990234,32.0010,32.0000,1024,248.5000,372,44.985240
2010,49.990234,32.0010,32.0000,1024,248.5000,372,42.140100
2011,49.990234,32.0010,32.0000,1024,248.5000,372,44.290526
2012,49.990234,32.0010,32.0000,1024,248.5000,372,47.024712
2013,49.990234,32.0010,32.0000,1024,248.5000,372,47.350970
2014,49.990234,32.0010,32.0000,1024,248.5000,372,43.819398
2015,49.990234,32.0010,32.0000,1024,248.5000,372,44.476711
2016,50.000000,32.0000,32.0000,1024,240.5000,382,45.704628
2017,50.000000,32.0000,32.0000,1024,240.5000,382,39.866617
2018,50.000000,32.0000,32.0000,1024,240.5000,382,39.757025
2019,50.000000,32.0000,32.0000,1024,240.5000,382,44.180890
2020,50.000000,32.0000,32.0000,1024,240.5000,382,44.697118
2021,50.000000,32.0000,32.0000,1024,240.5000,382,41.061293
2022,50.000000,32.0000,32.0000,1024,240.5000,382,44.056182
2023,50.000000,32.0000,32.0000,1024,240.5000,382,43.710652
2024,50.000000,32.0000,32.0000,1024,240.5000,382,44.940441
2025,50.000000,32.0000,32.0000,1024,240.5000,382,43.186799
2026,50.000000,32.0000,32.0000,1024,240.5000,382,44.875751
2027,50.000000,32.0000,32.0000,1024,240.5000,382,40.237991
2028,50.000000,32.0000,32.0000,1024,240.5000,382,46.533618
2029,50.000000,32.0000,32.0000,1024,240.5000,382,43.106577
2030,50.000000,32.0000,32.0000,1024,240.5000,382,45.594164
2031,50.000000,32.0000,32.0000,1024,240.5000,382,44.414440
2032,50.000000,32.0000,32.0000,1024,240.5000,382,45.505211
